rbd,program_code,program_track,program_specialty_sector,program_specialty_name,program_gender,program_school_day
7773,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
7775,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
7776,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
7826,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
7830,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
7872,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
7907,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
7941,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
7942,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
7956,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
7959,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
7973,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
7989,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8001,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8002,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8005,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8044,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8105,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8108,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8109,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8111,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8162,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8174,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8194,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8195,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8206,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8255,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8309,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8310,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8331,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8339,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8345,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8352,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8365,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8367,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8369,151053014133,Specialized,Electricity,Electricidad,Mixed,Full day
8369,171072007133,Specialized,Agriculture,Agropecuaria (con mención),Mixed,Full day
8375,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8379,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8380,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8391,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8392,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8394,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8403,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8409,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8411,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8421,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8422,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
8424,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8425,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8427,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8429,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8430,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8442,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
8454,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
8455,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
8457,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
8458,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8474,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8483,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8485,131000000132,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
8487,131000000112,General,General academic,Ciclo General / Sin información,Girls,Afternoon
8488,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
8489,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
8490,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8491,131000000122,General,General academic,Ciclo General / Sin información,Boys,Afternoon
8492,131000000121,General,General academic,Ciclo General / Sin información,Boys,Morning
8494,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8495,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8496,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8497,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8498,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8499,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
8500,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
8501,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8502,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
8503,131000000132,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
8504,131000000111,General,General academic,Ciclo General / Sin información,Girls,Morning
8504,131000000121,General,General academic,Ciclo General / Sin información,Boys,Morning
8505,131000000111,General,General academic,Ciclo General / Sin información,Girls,Morning
8506,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8507,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
8508,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8510,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
8514,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
8518,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8535,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8542,131000000121,General,General academic,Ciclo General / Sin información,Boys,Morning
8589,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8592,131000000111,General,General academic,Ciclo General / Sin información,Girls,Morning
8598,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
8601,131000000132,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
8603,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
